|text|score
6415|it leaves little doubt that kidman has become one of our best actors|1.0
6416|usually when i get this much syrup  i like pancakes to go with it|0.0
6417|like mike is a winner for kids  and no doubt a winner for lil bow wow  who can now add movies to the list of things he does well|1.0
6418|for all its visual panache and compelling supporting characters  the heart of the film rests in the relationship between sullivan and his son|1.0
6419|represents the depths to which the girlsbehavingbadly film has fallen|0.0
6420|such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema|0.0
6421|will grab your children by the imagination and amaze them and amuse them|1.0
6422|a strong piece of work|1.0
6423|few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands|1.0
6424|elmo touts his drug as being 51 times stronger than coke  if youre looking for a tale of brits behaving badly  watch snatch again  its 51 times better than this|0.0
6425|when compared to the usual  more somber festival entries  davis highly personal brand of romantic comedy is a tart  smart breath of fresh air that stands out from the pack even if the picture itself is somewhat problematic|1.0
6426|unfolds in a series of achronological vignettes whose cumulative effect is chilling|1.0
6427|if the predictability of bland comfort food appeals to you  then the film is a pleasant enough dish|0.0
6428|new best friend shouldnt have gone straight to video  it should have gone straight to a mystery science theater 3000 video|0.0
6429|comes off more like a misdemeanor  a flat  unconvincing drama that never catches fire|0.0
6430|beneath the uncanny  inevitable and seemingly shrewd facade of moviebiz farce    lies a plot cobbled together from largely flat and uncreative moments|0.0
6431|without resorting to hyperbole  i can state that kissing jessica stein may be the best samesex romance i have seen|1.0
6432|whats not to like about a movie with a childrens song that includes the line my stepdads not mean  hes just adjusting|1.0
6433|woefully pretentious|0.0
6434|it may not be history  but then again  what if it is   but it makes for one of the most purely enjoyable and satisfying evenings at the movies ive had in a while|1.0
6435|unfortunately  heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit|0.0
6436|the plot plummets into a comedy graveyard before janice comes racing to the rescue in the final reel|0.0
6437|its mostly a pleasure to watch  and the reason for that is a selfaware  often selfmocking  intelligence|1.0
6438|i highly recommend irwin  but not in the way this film showcases him|0.0
6439|a quietly reflective and melancholy new zealand film about an eventful summer in a 13yearold girls life|1.0
6440|this is pretty dicey material  but some unexpected zigs and zags help|1.0
6441|from the opening strains of the average white bands  pick up the pieces   you can feel the love|1.0
6442|enjoyably fastmoving  hardhitting documentary|1.0
6443|tsai may be ploughing the same furrow once too often|0.0
6444|so purely enjoyable that you might not even notice its a fairly straightforward remake of hollywood comedies such as father of the bride|1.0
6445|hashiguchi covers this territory with wit and originality  suggesting that with his fourth feature  the first to be released in the u  s   a major director is emerging in world cinema|1.0
6446|writerdirector juan carlos fresnadillo makes a feature debut that is fully formed and remarkably assured|1.0
6447|its another stale  killbynumbers flick  complete with bladethin characters and terrible  punladen dialogue|0.0
6448|the boys sparring  like the succession of blows dumped on guei  wears down the storys more cerebral  and likable  plot elements|0.0
6449|whether or not ram dass proves as clear and reliable an authority on that as he was about inner consciousness  fierce grace reassures us that he will once again be an honest and loving one|1.0
6450|youll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extralarge cotton candy|0.0
6451|even if youre an agnostic carnivore  you can enjoy much of jonah simply  and gratefully  as laughoutloud lunacy with a pronounced monty pythonesque flavor|1.0
6452|its not exactly worth the bucks to expend the full price for a date  but when it comes out on video  its well worth a rental|0.0
6453|an awful movie that will only satisfy the most emotionally malleable of filmgoers|0.0
6454|a film of delicate interpersonal dances  caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose  its a sight to behold|1.0
6455|a compelling french psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart|1.0
6456|i dont feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served  even if its a dish thats best served cold|1.0
6457|what you end up getting is the vertical limit of surfing movies  memorable stunts with lots of downtime in between|0.0
6458|it winds up moving in many directions as it searches  vainly  i think  for something fresh to say|0.0
6459|brash  intelligent and erotically perplexing  hanekes portrait of an upper class austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt|1.0
6460|gooding is the energetic frontman  and its hard to resist his enthusiasm  even if the filmmakers come up with nothing original in the way of slapstick sequences|1.0
6461|on its icy face  the new film is a subzero version of monsters  inc   without the latters imagination  visual charm or texture|0.0
6462|punchdrunk love  is a little like a chocolate milk moustache|1.0
6463|a wellexecuted spythriller|1.0
6464|its not nearly as fresh or enjoyable as its predecessor  but there are enough high points to keep this from being a complete waste of time|0.0
6465|goes on and on to the point of nausea|0.0
6466|an irresistible combination of a rousing good story set on a truly grand scale|1.0
6467|captures the raw comic energy of one of our most flamboyant female comics|1.0
6468|even the finest chef cant make a hotdog into anything more than a hotdog  and robert de niro cant make this movie anything more than a trashy cop buddy comedy|0.0
6469|those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an 85minute brushup course with the documentary derrida  or  you can do something fun tonight|0.0
6470|until it goes off the rails in its final 10 or 15 minutes  wendigo  larry fessendens spooky new thriller  is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films|1.0
6471|every time you look  sweet home alabama is taking another bummer of a wrong turn|0.0
6472|dong makes a valiant effort to understand everyones point of view  and he does such a good job of it that family fundamentals gets you riled up|1.0
6473|peter jackson has done the nearly impossible  he has improved upon the first and taken it a step further  richer and deeper  what jackson has done is proven that no amount of imagination  no creature  no fantasy story and no incredibly outlandish scenery|1.0
6474|a shanana sketch punctuated with graphic violence|0.0
6475|while the now 72yearold robert evans been slowed down by a stroke  he has at least one more story to tell  his own|1.0
6476|greengrass  working from don mullans script  forgoes the larger sociopolitical picture of the situation in northern ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation|1.0
6477|the drama discloses almost nothing|0.0
6478|truly terrible|0.0
6479|we just dont really care too much about this love story  in that setting  their struggle is simply too ludicrous and borderline insulting|0.0
6480|comes alive only when it switches gears to the sentimental|0.0
6481|stage director sam mendes showcases tom hanks as a depression era hitman in this dark tale of revenge|1.0
6482|oddly compelling|1.0
6483|demonstrates the unusual power of thoughtful  subjective filmmaking|1.0
6484|is it a total success  no  is it something any true film addict will want to check out  you bet|1.0
6485|well before its over  beijing bicycle begins spinning its wheels|0.0
6486|swimfan  like fatal attraction  eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub|0.0
6487|the only thing in pauline and paulette that you havent seen before is a scene featuring a football fieldsized oriental rug crafted out of millions of vibrant flowers|0.0
6488|rarely does such highprofile talent serve such literate material|1.0
6489|while the ensemble player who gained notice in guy ritchies lock  stock and two smoking barrels and snatch has the bod  hes unlikely to become a household name on the basis of his first starring vehicle|0.0
6490|the observations of this socialeconomicurban environment are canny and spiced with irony|1.0
6491|impossible as it may sound  this films heart is even more embracing than monty  if only because it accepts nasty behavior and severe flaws as part of the human condition|1.0
6492|whether binoche and magimel are being charming or angstridden  they easily fill their scenes and  fine judges both  never overcook the hysteria|1.0
6493|a little too pat for its own good|0.0
6494|dogtown and zboys more than exposes the roots of the skateboarding boom that would become  the punk kids revolution|1.0
6495|the filmmakers eye for detail and the high standards of performance convey a strong sense of the girls environment|1.0
6496|the cast is uniformly excellent    but the film itself is merely mildly charming|0.0
6497|celebrated at sundance  this slight comedy of manners has winning performances and a glossy  glib charm thats hard to beat|1.0
6498|once icet sticks his mug in the window of the couples bmw and begins haranguing the wife in bad stage dialogue  all credibility flies out the window|0.0
6499|flaunts its quirky excesses like a new years eve drunk sporting a paper party hat|0.0
6500|harmless fun|1.0
6501|simply put  there should have been a more compelling excuse to pair susan sarandon and goldie hawn|0.0
6502|as if trying to grab a lump of playdoh  the harder that liman tries to squeeze his story  the more details slip out between his fingers|1.0
6503|a comingofage film that avoids the cartoonish clichs and sneering humor of the genre as it provides a fresh view of an old type  the uncertain girl on the brink of womanhood|1.0
6504|its refreshing to see a romance this smart|1.0
6505|in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people  the movie exalts the marxian dream of honest working folk  with little to show for their labor  living harmoniously  joined in song|1.0
6506|enigma is wellmade  but its just too dry and too placid|0.0
6507|samira makhmalbafs new film blackboards is much like the ethos of a stream of consciousness  although  its unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal|0.0
6508|grainy photography mars an otherwise delightful comedy of errors|1.0
6509|if youre over 25  have an iq over 90  and have a drivers license  you should be able to find better entertainment|0.0
6510|a mustsee for fans of thoughtful war films and those interested in the sights and sounds of battle|1.0
6511|secretary  is owned by its costars  spader and gyllenhaal  maggie g  makes an amazing breakthrough in her first starring role and eats up the screen|1.0
6512|an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy|1.0
6513|byler is too savvy a filmmaker to let this morph into a typical romantic triangle  instead  he focuses on the anguish that can develop when one mulls leaving the familiar to traverse uncharted ground|1.0
6514|yet another entry in the sentimental ohthosewackybrits genre that was ushered in by the full monty and is still straining to produce another smash hit|0.0
6515|the movie is a little tired  maybe the original inspiration has run its course|0.0
6516|despite its title  punchdrunk love is never heavyhanded  the jabs it employs are short  carefully placed and deadcenter|1.0
6517|a gimmick in search of a movie  how to get carvey into as many silly costumes and deliver as many silly voices as possible  plot mechanics be damned|0.0
6518|if you love reading andor poetry  then by all means check it out  youll probably love it|1.0
6519|jacquots tosca is a treat|1.0
6520|an ultralowbudget indie debut that smacks more of good intentions than talent|0.0
6521|wallace gets a bit heavy handed with his message at times  and has a visual flair that waxes poetic far too much for our taste|0.0
6522|if you are curious to see the darker side of whats going on with young tv actors  dawson leery did what      or see some interesting storytelling devices  you might want to check it out  but theres nothing very attractive about this movie|0.0
6523|it is an indelible epic american story about two families  one black and one white  facing change in both their inner and outer lives|1.0
6524|by not averting his eyes  solondz forces us to consider the unthinkable  the unacceptable  the unmentionable|1.0
6525|both garcia and jagger turn in perfectly executed and wonderfully sympathetic characters  who are alternately touching and funny|1.0
6526|stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation|1.0
6527|as directed by dani kouyate of burkina faso  sia lacks visual flair  but kouyate elicits strong performances from his cast  and he delivers a powerful commentary on how governments lie  no matter who runs them|1.0
6528|whether this is art imitating life or life imitating art  its an unhappy situation all around|0.0
6529|some movies were made for the big screen  some for the small screen  and some  like ballistic  ecks vs  sever  were made for the palm screen|0.0
6530|while the production details are lavish  film has little insight into the historical period and its artists  particularly in how sand developed a notorious reputation|0.0
6531|these characters become wearisome|0.0
6532|most of the storylines feel like time fillers between surf shots  the movie isnt horrible  but you can see mediocre cresting on the next wave|0.0
6533|one of those soso films that could have been much better|0.0
6534|schnitzler does a fine job contrasting the sleekness of the films present with the playful paranoia of the films past|1.0
6535|exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable|0.0
6536|this is cruel  misanthropic stuff with only weak claims to surrealism and black comedy|0.0
6537|after the first 10 minutes  which is worth seeing  the movie sinks into an abyss of clichs  depression and bad alternative music|0.0
6538|his work transcends the boymeetsgirl posturing of typical love stories|1.0
6539|im guessing the director is a magician  after all  he took three minutes of dialogue  30 seconds of plot and turned them into a 90minute movie that feels five hours long|0.0
6540|will no doubt delight plymptons legion of fans  others may find 80 minutes of these shenanigans exhausting|0.0
6541|a dazzling thing to behold  as long as youre wearing the somewhat cumbersome 3d goggles the theater provides|1.0
6542|an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time|1.0
6543|please  someone  stop eric schaeffer before he makes another film|0.0
6544|it briefly flirts with player masochism  but the point of real interest  audience sadism  is evaded completely|0.0
6545|its as if youre watching a movie that was made in 1978 but not released then because it was so weak  and it has been unearthed and released now  when it has become even weaker|0.0
6546|the pacing is often way off and there are too many bona fide groaners among too few laughs|0.0
6547|graphic sex may be whats attracting audiences to unfaithful  but gripping performances by lane and gere are what will keep them awake|1.0
6548|the best disney movie since the lion king|1.0
6549|there may have been a good film in  trouble every day   but it is not what is on the screen|0.0
6550|broomfield has a rather unique approach to documentary  he thinks the film is just as much a document about him as it is about the subject|1.0
6551|it provides a grim  upsetting glimpse at the lives of some of the 1  2 million palestinians who live in the crowded cities and refugee camps of gaza|1.0
6552|its hampered by a lifetimechannel kind of plot and a lead actress who is out of her depth|0.0
6553|en s mismo el rey len es un espectculo digno de contemplarse en cine  dvd o en su soberbio montaje teatral  pero el hacerlo en la pantalla imax es una experiencia colosal|1.0
6554|generically  forgettably pleasant from start to finish|0.0
6555|what begins as a conventional thriller evolves into a gorgeously atmospheric meditation on lifechanging chance encounters|1.0
6556|the movie is about as humorous as watching your favorite pet get buried alive|0.0
6557|the film would work much better as a video installation in a museum  where viewers would be free to leave  immediately|0.0
6558|what really happened   is a question for philosophers  not filmmakers  all the filmmakers need to do is engage an audience|1.0
6559|the story is lacking any real emotional impact  and the plot is both contrived and cliched|0.0
6560|the hanukkah spirit seems fried in pork|0.0
6561|it tells more than it shows|0.0
6562|admirably ambitious but selfindulgent|0.0
6563|putting the primitive murderer inside a hightech space station unleashes a pandoras box of special effects that run the gamut from cheesy to cheesier to cheesiest|0.0
6564|a sharp satire of desperation and cinematic deception|1.0
6565|the films hackneyed message is not helped by the thin characterizations  nonexistent plot and pretentious visual style|0.0
6566|bravo for history rewritten  and for the uncompromising knowledge that the highest power of all is the power of love|1.0
6567|the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon|1.0
6568|as tricky and satisfying as any of david mamets airless cinematic shell games|1.0
6569|despite some charm and heart  this quirky soccer import is forgettable|0.0
6570|a whale of a good time for both children and parents seeking christianthemed fun|1.0
6571|its the funniest american comedy since graffiti bridge|0.0
6572|the movie  while beautiful  feels labored  with a hint of the writing exercise about it|0.0
6573|ms  fulfordwierzbicki is almost spooky in her sulky  calculating lolita turn|1.0
6574|a distinctly mixed bag  the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze|0.0
6575|it thankfully goes easy on the reelreal world dichotomy that jaglom pursued with such enervating determination in venicevenice|1.0
6576|jir hubacs script is a gem  his characters are engaging  intimate and the dialogue is realistic and greatly moving  the scope of the silberstein family is large and we grow attached to their lives  full of strength  warmth and vitality|1.0
6577|hardly makes the kind of points egoyan wanted to make  nor does it exist as the kind of monument he wanted to build  to victims whose voices have never gained the ears of the world|0.0
6578|a depressingly retrograde  postfeminist romantic comedy that takes an astonishingly condescending attitude toward women|0.0
6579|its a thin notion  repetitively stretched out to feature length  awash in selfconsciously flashy camera effects  droning house music and flat  flat dialogue|0.0
6580|on the whole  the movie lacks wit  feeling and believability to compensate for its incessant coarseness and banality|0.0
6581|bennetts naturalistic performance speaks volumes more truth than any reality show  and anybody contemplating their own drastic life changes should watch some body first|1.0
6582|its one long bore|0.0
6583|lilias transformation from strict mother to sensual siren is superficially preposterous  but abbas infuses the role with an unimpeachable core of emotional truth|1.0
6584|has a solid emotional impact|1.0
6585|theres not much to fatale  outside of its stylish surprises    but thats ok|1.0
6586|the films center will not hold|0.0
6587|the weight of water uses water as a metaphor for subconscious desire  but this leaky script barely stays afloat|0.0
6588|without nonstop techno or the existential overtones of a kieslowski morality tale  maelstrm is just another winter sleepers|0.0
6589|one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals    a psychological masterpiece|1.0
6590|you can almost see mendes and company getting together before a single frame had been shot and collectively vowing  this is going to be something really good   and it is|1.0
6591|with  the bourne identity  we return to the more traditional action genre|1.0
6592|the santa clause 2 is a barely adequate babysitter for older kids  but ive got to give it thumbs down|0.0
6593|the french director has turned out nearly 212 hours of unfocused  excruciatingly tedious cinema that  half an hour in  starts making water torture seem appealing|0.0
6594|whereas the extremely competent hitman films such as pulp fiction and get shorty resonate a sardonic verve to their caustic purpose for existing  who is cletis tout  is an inexpressible and drab wannabe looking for that exact niche|0.0
6595|a hit andmiss affair  consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped|0.0
6596|wellnigh unendurable    though the picture strains to become cinematic poetry  it remains depressingly prosaic and dull|0.0
6597|a fake street drama that keeps telling you things instead of showing them|0.0
6598|a surprisingly funny movie|1.0
6599|too many of these gross out scenes|0.0
6600|all these developments and challenges facing santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility|0.0
6601|this slowmoving swedish film offers not even a hint of joy  preferring to focus on the humiliation of martin as he defecates in bed and urinates on the plants at his own birthday party|0.0
6602|shows moments of promise but ultimately succumbs to cliches and pat storytelling|0.0
6603|while cherish doesnt completely survive its tonal transformation from dark comedy to suspense thriller  its got just enough charm and appealing character quirks to forgive that still serious problem|1.0
6604|earnest but earthbound    a slow  soggy  soporific  visually dank crime melodramacharacter study that would be more at home on the small screen but for its stellar cast|0.0
6605|as immaculate as stuart little 2 is  it could be a lot better if it were  well  more adventurous|0.0
6606|too simple for its own good|0.0
6607|bolstered by exceptional performances and a cleareyed take on the economics of dealing and the pathology of ghetto fabulousness|1.0
6608|the kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an illadvised and poorly executed idea|0.0
6609|huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her  trying to understand her and wondering if shell crack|1.0
6610|its scenes and sensibility are all more than familiar  but it exudes a kind of nostalgic spymovie charm and  at the same time  is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time|1.0
6611|morton is a great actress portraying a complex character  but morvern callar grows less compelling the farther it meanders from its shocking start|1.0
6612|contrived  awkward and filled with unintended laughs  the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster|0.0
6613|a charming  quirky and leisurely paced scottish comedy  except with an outrageous central gimmick that could have been a reject from monty pythons meaning of life|1.0
6614|may cause you to bite your tongue to keep from laughing at the ridiculous dialog or the ohso convenient plot twists|0.0
6615|bottomrung new jack city wannabe|0.0
6616|at least moore is a real charmer|0.0
6617|the film makes a tragic error by going on for too long  trying to mirror every subsequent event in chinese history  war  revolution  communism  etc|0.0
6618|the first hour is tedious though ford and neeson capably hold our interest  but its just not a thrilling movie|0.0
6619|watching these eccentrics is both inspiring and pure joy|1.0
6620|its all very cute  though not terribly funny if youre more than six years old|0.0
6621|with tightly organized efficiency  numerous flashbacks and a constant edge of tension  millers film is one of 2002s involvingly adult surprises|1.0
6622|a very slow  uneventful ride around a pretty tattered old carousel|0.0
6623|feardotcoms thrills are all cheap  but they mostly work|1.0
6624|unexpected  and often contradictory  truths emerge|1.0
6625|a movie that both thrills the eye and  in its overthetop way  touches the heart|1.0
6626|its not particularly subtle    however  it still manages to build to a terrifying  if obvious  conclusion|1.0
6627|boring and meandering|0.0
6628|russell lacks the visual panache  the comic touch  and perhaps the budget of sommerss titlebout features|0.0
6629|mild  meandering teen flick|0.0
6630|even as i valiantly struggled to remain interested  or at least conscious  i could feel my eyelids    getting    very    heavy|0.0
6631|unfortunately  kapur modernizes a  e  w  masons story to suit the sensibilities of a young american  a decision that plucks  the four feathers  bare|0.0
6632|a rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of childrens television|1.0
6633|the piano teacher  like its title character  is repellantly out of control|0.0
6634|hey  at least the title of this film lets you know exactly where its heading|0.0
6635|time changer may not be the most memorable cinema session but its profound selfevaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets|1.0
6636|the plan to make enough into an inspiring tale of survival wrapped in the heartpounding suspense of a stylish psychological thriller has flopped as surely as a souffl gone wrong|0.0
6637|has a plot full of twists upon knots    and a nonstop parade of mocktarantino scuzbag types that starts out clever but veers into overkill|1.0
6638|the story is also as unoriginal as they come  already having been recycled more times than id care to count|0.0
6639|its just not very smart|0.0
6640|one look at a girl in tight pants and big tits and you turn stupid   um   isnt that the basis for the entire plot|0.0
6641|ramsay  as in ratcatcher  remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid|1.0
6642|beautiful to watch and holds a certain charm|1.0
6643|soso entertainment|0.0
6644|attals hangups surrounding infidelity are so oldfashioned and  dare i say  outdated  its a wonder that he couldnt have brought something fresher to the proceedings simply by accident|0.0
6645|grant goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it|1.0
6646|the central character isnt complex enough to hold our interest|0.0
6647|a glib but bouncy bit of sixtiesstyle slickness in which the hero might wind up caught but the audience gets pure escapism|1.0
6648|it lets you brush up against the humanity of a psycho  without making him any less psycho|1.0
6649|the narrator and the other characters try to convince us that acting transfigures esther  but shes never seen speaking on stage  one feels cheated  and esther seems to remain an unchanged dullard|0.0
6650|an admirable  sometimes exceptional film|1.0
6651|the emperors new clothes  begins with a simple plan     well  at least thats the plan|1.0
6652|its a sweet  laughaminute crowd pleaser that lifts your spirits as well as the corners of your mouth|1.0
6653|lauren ambrose comes alive under the attention from two strangers in town  with honest performances and realistic interaction between the characters  this is a comingofage story with a twist|1.0
6654|a disappointment for those who love alternate versions of the bard  particularly ones that involve deep fryers and hamburgers|0.0
6655|unfortunately  the picture failed to capture me  i found it slow  drab  and bordering on melodramatic|0.0
6656|an overly melodramatic but somewhat insightful french comingofage film|1.0
6657|matches neorealisms impact by showing the humanity of a wartorn land filled with people who just want to live their lives|1.0
6658|seems like someone going through the motions|0.0
6659|one of those joyous films that leaps over national boundaries and celebrates universal human nature|1.0
6660|michael gerbosis script is economically packed with telling scenes|1.0
6661|its tough to watch  but its a fantastic movie|1.0
6662|one of the most genuinely sweet films to come along in quite some time|1.0
6663|the dangerous lives of altar boys  has flaws  but it also has humor and heart and very talented young actors|1.0
6664|entertainment more disposable than hannabarberas halfhour cartoons ever were|0.0
6665|it excels because  unlike so many other hollywood movies of its ilk  it offers hope|1.0
6666|i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women|0.0
6667|like mike doesnt win any points for originality  it does succeed by following a feelgood formula with a winning style  and by offering its target audience of urban kids some welcome role models and optimism|1.0
6668|apart from its own considerable achievement  metropolis confirms tezukas status as both the primary visual influence on the anim tradition and its defining philosophical conscience|1.0
6669|this is a throwaway  junkfood movie whose rap soundtrack was better tended to than the film itself|0.0
6670|dreary tale of middleclass angst|0.0
6671|broomfields style of journalism is hardly journalism at all  and even those with an avid interest in the subject will grow impatient|0.0
6672|there are laughs aplenty  and  as a bonus  viewers dont have to worry about being subjected to farts  urine  feces  semen  or any of the other foul substances that have overrun modernday comedies|1.0
6673|adam sandler is to gary cooper what a gnat is to a racehorse|0.0
6674|ultimately feels like just one more in the long line of films this year about the business of making movies|0.0
6675|if you can read the subtitles  the opera is sung in italian  and you like masterpiece theatre type costumes  youll enjoy this movie|1.0
6676|as inept as bigscreen remakes of the avengers and the wild wild west|0.0
6677|men in black ii creates a new threat for the mib  but recycles the same premise|0.0
6678|feeling like a dope has rarely been more fun than it is in nine queens|1.0
6679|will be far more interesting to the soderbergh faithful than it will be to the casual moviegoer who might be lured in by julia roberts|0.0
6680|after all the big buildup  the payoff for the audience  as well as the characters  is messy  murky  unsatisfying|0.0
6681|a refreshing change from the usual whoopeecushion effort aimed at the youth market|1.0
6682|stealing harvard doesnt care about cleverness  wit or any other kind of intelligent humor|0.0
6683|unlike most anime  whose most ardent fans outside japan seem to be introverted young men with fantasy fetishes  metropolis never seems hopelessly juvenile|1.0
6684|this is simply the most fun youll ever have with a documentary|1.0
6685|after an hour and a half of wondering  sometimes amusedly  sometimes impatiently  just what this strenuously unconventional movie is supposed to be  you discover that the answer is as conventional as can be|0.0
6686|the kids in the audience at the preview screening seemed bored  cheering the pratfalls but little else  their parents  wise folks that they are  read books|0.0
6687|the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrmans posthumously published cult novel|1.0
6688|totally overwrought  deeply biased  and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe are the greatest musicians of all time|0.0
6689|its full of cheesy dialogue  but great trashy fun that finally returns de palma to his pulpy thrillers of the early 80s|1.0
6690|audaciousimpossible yet compelling|1.0
6691|the fetid underbelly of fame has never looked uglier|0.0
6692|the irwins scenes are fascinating  the movie as a whole is cheap junk and an insult to their deathdefying efforts|0.0
6693|foster breathes life into a roll that could have otherwise been bland and run of the mill|1.0
6694|the movie doesnt add anything fresh to the myth|0.0
6695|the gags  and the script  are a mixed bag|0.0
6696|gangs of new york is an unapologetic mess  whose only saving grace is that it ends by blowing just about everything up|0.0
6697|theres so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles|1.0
6698|my goodness  queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts  she must have a very strong back|1.0
6699|a sleek advert for youthful anomie that never quite equals the sum of its pretensions|0.0
6700|the date movie that franz kafka would have made|1.0
6701|muddled  melodramatic paranormal romance is an alltime low for kevin costner|0.0
6702|kinnear and dafoe give what may be the performances of their careers|1.0
6703|the actresses may have worked up a back story for the women they portray so convincingly  but viewers dont get enough of that background for the characters to be involving as individuals rather than types|0.0
6704|brown sugar signals director rick famuyiwas emergence as an articulate  grownup voice in africanamerican cinema|1.0
6705|fessenden is much more into ambiguity and creating mood than he is for on screen thrills|1.0
6706|a pleasant romantic comedy|1.0
6707|a mostly believable  refreshingly lowkey and quietly inspirational little sports drama|1.0
6708|a film that will enthrall the whole family|1.0
6709|the film has just enough of everything  reenactments  archival footage  talkinghead interviews  and the music is simply sublime|1.0
6710|a cutesy romantic tale with a twist|1.0
6711|none of this socalled satire has any sting to it  as if woody is afraid of biting the hand that has finally  to some extent  warmed up to him|0.0
6712|sparkles in its deft portrait of tinseltowns seasoned veterans of gossip  wealth  paranoia  and celebrityhood|1.0
6713|for the first twothirds of this sparklingly inventive and artful  always fast and furious tale  kids will go happily along for the ride|1.0
6714|so routine  familiar and predictable  it raises the possibility that it wrote itself as a newly automated final draft computer program|0.0
6715|i like it  no  i hate it  no  i love it    hell  i dunno|0.0
6716|if the material is slight and admittedly manipulative  jacquot preserves toscas intoxicating ardor through his use of the camera|1.0
6717|as if drop dead gorgeous wasnt enough  this equally derisive clunker is fixated on the spectacle of smalltown competition|0.0
6718|this piece of channel 5 grade trash is  quite frankly  an insult to the intelligence of the true genre enthusiast|0.0
6719|this isnt a movie  its a symptom|0.0
6720|this charmless nonsense ensues amid clanging film references that make jay and silent bobs excellent adventure seem understated|0.0
6721|jones    does offer a brutal form of charisma|1.0
6722|cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle|0.0
6723|swinging  the film makes it seem  is not a hobby that attracts the young and fit  or intelligent|0.0
6724|its one pussyass world when even killerthrillers revolve around group therapy sessions|0.0
6725|interacting eyeballtoeyeball and toetotoe  hopkins and norton are a winning combination  but fiennes steals red dragon right from under their noses|1.0
6726|we get some truly unique character studies and a crosssection of americana that hollywood couldnt possibly fictionalize and be believed|1.0
6727|a distant  even sterile  yet compulsively watchable look at the sordid life of hogans heroes star bob crane|1.0
6728|a poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature|1.0
6729|a highly spirited  imaginative kids movie that broaches neoaugustinian theology  is god stuck in heaven because hes afraid of his bestknown creation|1.0
6730|suffocated at conception by its munchausenbyproxy mum  punish the vehicle to adore the star|0.0
6731|not really bad so much as distasteful  we need kidnapping suspense dramas right now like we need doomsday thrillers|0.0
6732|its a smartly directed  grownup film of ideas|1.0
6733|bowling for columbine  remains a disquieting and thoughtprovoking film|1.0
6734|wiseman reveals the victims of domestic abuse in all of their pity and terror|1.0
6735|the big ending surprise almost saves the movie  its too bad that the rest isnt more compelling|0.0
6736|a stylish but steady  and ultimately very satisfying  piece of characterdriven storytelling|1.0
6737|finely crafted  finely written  exquisitely performed|1.0
6738|if your taste runs to difficult films you absolutely cant miss it|1.0
6739|i kept thinking over and over again  i should be enjoying this   but i wasnt|0.0
6740|fear dot com is so rambling and disconnected it never builds any suspense|0.0
6741|the sweetest thing leaves a bitter taste|0.0
6742|this is a good movie in spurts  but when it doesnt work  its at important times|0.0
6743|if they broke out into elaborate choreography  singing and finger snapping it might have held my attention  but as it stands i kept looking for the last exit from brooklyn|0.0
6744|like the world of his film  hartley created a monster but didnt know how to handle it|0.0
